"event","trial","time","trialtype","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","numBlurs","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","288","290991","0.0-5.0-1.141","","146","","img/green_ll/choose11.jpg","2","","84","red","0.5","0.1","0.5","w","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","289","291718","0.0-5.0-2.141","","","","","","","84","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":53},{""stimulus"":""img/red_lw/2.jpg"",""time"":114},{""stimulus"":""img/red_lw/3.jpg"",""time"":175},{""stimulus"":""img/red_lw/4.jpg"",""time"":237},{""stimulus"":""img/red_lw/5.jpg"",""time"":298},{""stimulus"":""img/red_lw/6.jpg"",""time"":359},{""stimulus"":""img/red_lw/7.jpg"",""time"":421},{""stimulus"":""img/red_lw/8.jpg"",""time"":482},{""stimulus"":""img/red_lw/9.jpg"",""time"":543},{""stimulus"":""img/red_lw/10.jpg"",""time"":604},{""stimulus"":""img/red_lw/11.jpg"",""time"":665}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","290","292043","0.0-5.0-1.142","","325","","img/red_lw/choose11.jpg","2","","83","red","0.5","0.1","0.5","l","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","291","292780","0.0-5.0-2.142","","","","","","","83","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":60},{""stimulus"":""img/red_ll/2.jpg"",""time"":122},{""stimulus"":""img/red_ll/3.jpg"",""time"":184},{""stimulus"":""img/red_ll/4.jpg"",""time"":245},{""stimulus"":""img/red_ll/5.jpg"",""time"":306},{""stimulus"":""img/red_ll/6.jpg"",""time"":366},{""stimulus"":""img/red_ll/7.jpg"",""time"":428},{""stimulus"":""img/red_ll/8.jpg"",""time"":490},{""stimulus"":""img/red_ll/9.jpg"",""time"":551},{""stimulus"":""img/red_ll/10.jpg"",""time"":612},{""stimulus"":""img/red_ll/11.jpg"",""time"":675}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","292","293441","0.0-5.0-1.143","","661","","img/red_ll/choose11.jpg","2","","82","red","0.5","0.1","0.5","l","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","293","294179","0.0-5.0-2.143","","","","","","","82","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":62},{""stimulus"":""img/red_ll/2.jpg"",""time"":124},{""stimulus"":""img/red_ll/3.jpg"",""time"":184},{""stimulus"":""img/red_ll/4.jpg"",""time"":246},{""stimulus"":""img/red_ll/5.jpg"",""time"":308},{""stimulus"":""img/red_ll/6.jpg"",""time"":370},{""stimulus"":""img/red_ll/7.jpg"",""time"":431},{""stimulus"":""img/red_ll/8.jpg"",""time"":492},{""stimulus"":""img/red_ll/9.jpg"",""time"":553},{""stimulus"":""img/red_ll/10.jpg"",""time"":615},{""stimulus"":""img/red_ll/11.jpg"",""time"":676}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","294","294509","0.0-5.0-1.144","","330","","img/red_ll/choose11.jpg","2","","81","red","0.5","0.1","0.5","w","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","295","295240","0.0-5.0-2.144","","","","","","","81","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":55},{""stimulus"":""img/red_lw/2.jpg"",""time"":116},{""stimulus"":""img/red_lw/3.jpg"",""time"":177},{""stimulus"":""img/red_lw/4.jpg"",""time"":239},{""stimulus"":""img/red_lw/5.jpg"",""time"":301},{""stimulus"":""img/red_lw/6.jpg"",""time"":363},{""stimulus"":""img/red_lw/7.jpg"",""time"":425},{""stimulus"":""img/red_lw/8.jpg"",""time"":487},{""stimulus"":""img/red_lw/9.jpg"",""time"":547},{""stimulus"":""img/red_lw/10.jpg"",""time"":609},{""stimulus"":""img/red_lw/11.jpg"",""time"":670}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","296","295820","0.0-5.0-1.145","","579","","img/red_lw/choose11.jpg","2","","80","red","0.5","0.1","0.5","l","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","297","296562","0.0-5.0-2.145","","","","","","","80","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":65},{""stimulus"":""img/red_ll/2.jpg"",""time"":126},{""stimulus"":""img/red_ll/3.jpg"",""time"":188},{""stimulus"":""img/red_ll/4.jpg"",""time"":250},{""stimulus"":""img/red_ll/5.jpg"",""time"":311},{""stimulus"":""img/red_ll/6.jpg"",""time"":373},{""stimulus"":""img/red_ll/7.jpg"",""time"":435},{""stimulus"":""img/red_ll/8.jpg"",""time"":496},{""stimulus"":""img/red_ll/9.jpg"",""time"":557},{""stimulus"":""img/red_ll/10.jpg"",""time"":619},{""stimulus"":""img/red_ll/11.jpg"",""time"":680}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","298","296938","0.0-5.0-1.146","","375","","img/red_ll/choose11.jpg","2","","79","red","0.5","0.1","0.5","w","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","299","297671","0.0-5.0-2.146","","","","","","","79","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":56},{""stimulus"":""img/red_lw/2.jpg"",""time"":118},{""stimulus"":""img/red_lw/3.jpg"",""time"":180},{""stimulus"":""img/red_lw/4.jpg"",""time"":242},{""stimulus"":""img/red_lw/5.jpg"",""time"":304},{""stimulus"":""img/red_lw/6.jpg"",""time"":364},{""stimulus"":""img/red_lw/7.jpg"",""time"":426},{""stimulus"":""img/red_lw/8.jpg"",""time"":488},{""stimulus"":""img/red_lw/9.jpg"",""time"":549},{""stimulus"":""img/red_lw/10.jpg"",""time"":610},{""stimulus"":""img/red_lw/11.jpg"",""time"":672}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","300","297986","0.0-5.0-1.147","","315","","img/red_lw/choose11.jpg","2","","78","red","0.5","0.1","0.5","w","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","301","298714","0.0-5.0-2.147","","","","","","","78","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":54},{""stimulus"":""img/red_lw/2.jpg"",""time"":114},{""stimulus"":""img/red_lw/3.jpg"",""time"":176},{""stimulus"":""img/red_lw/4.jpg"",""time"":238},{""stimulus"":""img/red_lw/5.jpg"",""time"":299},{""stimulus"":""img/red_lw/6.jpg"",""time"":360},{""stimulus"":""img/red_lw/7.jpg"",""time"":422},{""stimulus"":""img/red_lw/8.jpg"",""time"":484},{""stimulus"":""img/red_lw/9.jpg"",""time"":545},{""stimulus"":""img/red_lw/10.jpg"",""time"":606},{""stimulus"":""img/red_lw/11.jpg"",""time"":667}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","302","299113","0.0-5.0-1.148","","399","","img/red_lw/choose11.jpg","2","","77","red","0.5","0.1","0.5","w","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","303","299853","0.0-5.0-2.148","","","","","","","77","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":62},{""stimulus"":""img/red_lw/2.jpg"",""time"":123},{""stimulus"":""img/red_lw/3.jpg"",""time"":185},{""stimulus"":""img/red_lw/4.jpg"",""time"":247},{""stimulus"":""img/red_lw/5.jpg"",""time"":308},{""stimulus"":""img/red_lw/6.jpg"",""time"":370},{""stimulus"":""img/red_lw/7.jpg"",""time"":432},{""stimulus"":""img/red_lw/8.jpg"",""time"":493},{""stimulus"":""img/red_lw/9.jpg"",""time"":554},{""stimulus"":""img/red_lw/10.jpg"",""time"":616},{""stimulus"":""img/red_lw/11.jpg"",""time"":678}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","304","300279","0.0-5.0-1.149","","426","","img/red_lw/choose11.jpg","1","","76","green","0.5","0.1","0.1","l","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","305","301006","0.0-5.0-2.149","","","","","","","76","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":51},{""stimulus"":""img/green_lw/2.jpg"",""time"":112},{""stimulus"":""img/green_lw/3.jpg"",""time"":174},{""stimulus"":""img/green_lw/4.jpg"",""time"":235},{""stimulus"":""img/green_lw/5.jpg"",""time"":297},{""stimulus"":""img/green_lw/6.jpg"",""time"":359},{""stimulus"":""img/green_lw/7.jpg"",""time"":419},{""stimulus"":""img/green_lw/8.jpg"",""time"":481},{""stimulus"":""img/green_lw/9.jpg"",""time"":543},{""stimulus"":""img/green_lw/10.jpg"",""time"":603},{""stimulus"":""img/green_lw/11.jpg"",""time"":665}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","306","301214","0.0-5.0-1.150","","207","","img/green_lw/choose11.jpg","2","","75","red","0.5","0.1","0.5","l","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","307","301946","0.0-5.0-2.150","","","","","","","75","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":53},{""stimulus"":""img/red_ll/2.jpg"",""time"":115},{""stimulus"":""img/red_ll/3.jpg"",""time"":177},{""stimulus"":""img/red_ll/4.jpg"",""time"":239},{""stimulus"":""img/red_ll/5.jpg"",""time"":300},{""stimulus"":""img/red_ll/6.jpg"",""time"":362},{""stimulus"":""img/red_ll/7.jpg"",""time"":424},{""stimulus"":""img/red_ll/8.jpg"",""time"":486},{""stimulus"":""img/red_ll/9.jpg"",""time"":547},{""stimulus"":""img/red_ll/10.jpg"",""time"":608},{""stimulus"":""img/red_ll/11.jpg"",""time"":670}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","308","302215","0.0-5.0-1.151","","269","","img/red_ll/choose11.jpg","2","","74","red","0.5","0.5","0.5","l","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","309","302944","0.0-5.0-2.151","","","","","","","74","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":53},{""stimulus"":""img/red_ll/2.jpg"",""time"":115},{""stimulus"":""img/red_ll/3.jpg"",""time"":177},{""stimulus"":""img/red_ll/4.jpg"",""time"":238},{""stimulus"":""img/red_ll/5.jpg"",""time"":299},{""stimulus"":""img/red_ll/6.jpg"",""time"":360},{""stimulus"":""img/red_ll/7.jpg"",""time"":423},{""stimulus"":""img/red_ll/8.jpg"",""time"":484},{""stimulus"":""img/red_ll/9.jpg"",""time"":545},{""stimulus"":""img/red_ll/10.jpg"",""time"":607},{""stimulus"":""img/red_ll/11.jpg"",""time"":668}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","310","303038","0.0-5.0-1.152","","93","","img/red_ll/choose11.jpg","2","","73","red","0.5","0.5","0.5","w","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","311","303774","0.0-5.0-2.152","","","","","","","73","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":60},{""stimulus"":""img/red_lw/2.jpg"",""time"":121},{""stimulus"":""img/red_lw/3.jpg"",""time"":182},{""stimulus"":""img/red_lw/4.jpg"",""time"":244},{""stimulus"":""img/red_lw/5.jpg"",""time"":305},{""stimulus"":""img/red_lw/6.jpg"",""time"":367},{""stimulus"":""img/red_lw/7.jpg"",""time"":427},{""stimulus"":""img/red_lw/8.jpg"",""time"":490},{""stimulus"":""img/red_lw/9.jpg"",""time"":552},{""stimulus"":""img/red_lw/10.jpg"",""time"":614},{""stimulus"":""img/red_lw/11.jpg"",""time"":674}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","312","304767","0.0-5.0-1.153","","993","","img/red_lw/choose11.jpg","1","","72","green","0.5","0.5","0.5","w","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","313","305493","0.0-5.0-2.153","","","","","","","72","","","","","","[{""stimulus"":""img/green_ww/1.jpg"",""time"":50},{""stimulus"":""img/green_ww/2.jpg"",""time"":110},{""stimulus"":""img/green_ww/3.jpg"",""time"":172},{""stimulus"":""img/green_ww/4.jpg"",""time"":234},{""stimulus"":""img/green_ww/5.jpg"",""time"":296},{""stimulus"":""img/green_ww/6.jpg"",""time"":356},{""stimulus"":""img/green_ww/7.jpg"",""time"":418},{""stimulus"":""img/green_ww/8.jpg"",""time"":480},{""stimulus"":""img/green_ww/9.jpg"",""time"":540},{""stimulus"":""img/green_ww/10.jpg"",""time"":601},{""stimulus"":""img/green_ww/11.jpg"",""time"":664}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","314","305635","0.0-5.0-1.154","","142","","img/green_ww/choose11.jpg","1","","71","green","0.5","0.5","0.5","l","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","315","306370","0.0-5.0-2.154","","","","","","","71","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":58},{""stimulus"":""img/green_lw/2.jpg"",""time"":120},{""stimulus"":""img/green_lw/3.jpg"",""time"":182},{""stimulus"":""img/green_lw/4.jpg"",""time"":244},{""stimulus"":""img/green_lw/5.jpg"",""time"":305},{""stimulus"":""img/green_lw/6.jpg"",""time"":367},{""stimulus"":""img/green_lw/7.jpg"",""time"":429},{""stimulus"":""img/green_lw/8.jpg"",""time"":489},{""stimulus"":""img/green_lw/9.jpg"",""time"":551},{""stimulus"":""img/green_lw/10.jpg"",""time"":613},{""stimulus"":""img/green_lw/11.jpg"",""time"":673}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","316","307427","0.0-5.0-1.155","","1057","","img/green_lw/choose11.jpg","2","","70","red","0.5","0.5","0.5","w","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","317","308167","0.0-5.0-2.155","","","","","","","70","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":63},{""stimulus"":""img/red_lw/2.jpg"",""time"":124},{""stimulus"":""img/red_lw/3.jpg"",""time"":186},{""stimulus"":""img/red_lw/4.jpg"",""time"":247},{""stimulus"":""img/red_lw/5.jpg"",""time"":309},{""stimulus"":""img/red_lw/6.jpg"",""time"":370},{""stimulus"":""img/red_lw/7.jpg"",""time"":432},{""stimulus"":""img/red_lw/8.jpg"",""time"":493},{""stimulus"":""img/red_lw/9.jpg"",""time"":555},{""stimulus"":""img/red_lw/10.jpg"",""time"":616},{""stimulus"":""img/red_lw/11.jpg"",""time"":678}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","318","308217","0.0-5.0-1.156","","50","","img/red_lw/choose11.jpg","2","","69","red","0.5","0.5","0.5","l","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","319","308948","0.0-5.0-2.156","","","","","","","69","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":57},{""stimulus"":""img/red_ll/2.jpg"",""time"":119},{""stimulus"":""img/red_ll/3.jpg"",""time"":180},{""stimulus"":""img/red_ll/4.jpg"",""time"":241},{""stimulus"":""img/red_ll/5.jpg"",""time"":301},{""stimulus"":""img/red_ll/6.jpg"",""time"":362},{""stimulus"":""img/red_ll/7.jpg"",""time"":424},{""stimulus"":""img/red_ll/8.jpg"",""time"":485},{""stimulus"":""img/red_ll/9.jpg"",""time"":547},{""stimulus"":""img/red_ll/10.jpg"",""time"":608},{""stimulus"":""img/red_ll/11.jpg"",""time"":669}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","320","308974","0.0-5.0-1.157","","26","","img/red_ll/choose11.jpg","1","","68","green","0.5","0.5","0.5","w","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","321","309698","0.0-5.0-2.157","","","","","","","68","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":51},{""stimulus"":""img/green_wl/2.jpg"",""time"":111},{""stimulus"":""img/green_wl/3.jpg"",""time"":172},{""stimulus"":""img/green_wl/4.jpg"",""time"":234},{""stimulus"":""img/green_wl/5.jpg"",""time"":296},{""stimulus"":""img/green_wl/6.jpg"",""time"":356},{""stimulus"":""img/green_wl/7.jpg"",""time"":418},{""stimulus"":""img/green_wl/8.jpg"",""time"":479},{""stimulus"":""img/green_wl/9.jpg"",""time"":541},{""stimulus"":""img/green_wl/10.jpg"",""time"":602},{""stimulus"":""img/green_wl/11.jpg"",""time"":664}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","322","309797","0.0-5.0-1.158","","98","","img/green_wl/choose11.jpg","1","","67","green","0.5","0.5","0.5","w","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","323","310532","0.0-5.0-2.158","","","","","","","67","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":56},{""stimulus"":""img/green_wl/2.jpg"",""time"":117},{""stimulus"":""img/green_wl/3.jpg"",""time"":179},{""stimulus"":""img/green_wl/4.jpg"",""time"":240},{""stimulus"":""img/green_wl/5.jpg"",""time"":302},{""stimulus"":""img/green_wl/6.jpg"",""time"":364},{""stimulus"":""img/green_wl/7.jpg"",""time"":426},{""stimulus"":""img/green_wl/8.jpg"",""time"":488},{""stimulus"":""img/green_wl/9.jpg"",""time"":549},{""stimulus"":""img/green_wl/10.jpg"",""time"":612},{""stimulus"":""img/green_wl/11.jpg"",""time"":674}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","324","310754","0.0-5.0-1.159","","222","","img/green_wl/choose11.jpg","2","","66","red","0.5","0.5","0.5","w","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","325","311484","0.0-5.0-2.159","","","","","","","66","","","","","","[{""stimulus"":""img/red_ww/1.jpg"",""time"":53},{""stimulus"":""img/red_ww/2.jpg"",""time"":115},{""stimulus"":""img/red_ww/3.jpg"",""time"":176},{""stimulus"":""img/red_ww/4.jpg"",""time"":238},{""stimulus"":""img/red_ww/5.jpg"",""time"":299},{""stimulus"":""img/red_ww/6.jpg"",""time"":360},{""stimulus"":""img/red_ww/7.jpg"",""time"":422},{""stimulus"":""img/red_ww/8.jpg"",""time"":483},{""stimulus"":""img/red_ww/9.jpg"",""time"":544},{""stimulus"":""img/red_ww/10.jpg"",""time"":607},{""stimulus"":""img/red_ww/11.jpg"",""time"":667}]","[]"
