"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","numBlurs","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"animation","289","207498","0.0-5.0-2.141","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","84","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":52},{""stimulus"":""img/green_lw/2.jpg"",""time"":102},{""stimulus"":""img/green_lw/3.jpg"",""time"":154},{""stimulus"":""img/green_lw/4.jpg"",""time"":204},{""stimulus"":""img/green_lw/5.jpg"",""time"":255},{""stimulus"":""img/green_lw/6.jpg"",""time"":307},{""stimulus"":""img/green_lw/7.jpg"",""time"":357},{""stimulus"":""img/green_lw/8.jpg"",""time"":409},{""stimulus"":""img/green_lw/9.jpg"",""time"":460},{""stimulus"":""img/green_lw/10.jpg"",""time"":510},{""stimulus"":""img/green_lw/11.jpg"",""time"":562}]","[]"
"image-keyboard-response","290","207644","0.0-5.0-1.142","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","144","","","","choice","","img/green_lw/choose11.jpg","1","","83","green","0.5","0.1","0.1","l","",""
"animation","291","208257","0.0-5.0-2.142","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","83","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":52},{""stimulus"":""img/green_lw/2.jpg"",""time"":104},{""stimulus"":""img/green_lw/3.jpg"",""time"":154},{""stimulus"":""img/green_lw/4.jpg"",""time"":205},{""stimulus"":""img/green_lw/5.jpg"",""time"":256},{""stimulus"":""img/green_lw/6.jpg"",""time"":307},{""stimulus"":""img/green_lw/7.jpg"",""time"":357},{""stimulus"":""img/green_lw/8.jpg"",""time"":408},{""stimulus"":""img/green_lw/9.jpg"",""time"":459},{""stimulus"":""img/green_lw/10.jpg"",""time"":511},{""stimulus"":""img/green_lw/11.jpg"",""time"":561}]","[]"
"image-keyboard-response","292","208359","0.0-5.0-1.143","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","100","","","","choice","","img/green_lw/choose11.jpg","1","","82","green","0.5","0.1","0.1","l","",""
"animation","293","208974","0.0-5.0-2.143","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","82","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":53},{""stimulus"":""img/green_lw/2.jpg"",""time"":104},{""stimulus"":""img/green_lw/3.jpg"",""time"":157},{""stimulus"":""img/green_lw/4.jpg"",""time"":206},{""stimulus"":""img/green_lw/5.jpg"",""time"":258},{""stimulus"":""img/green_lw/6.jpg"",""time"":309},{""stimulus"":""img/green_lw/7.jpg"",""time"":361},{""stimulus"":""img/green_lw/8.jpg"",""time"":411},{""stimulus"":""img/green_lw/9.jpg"",""time"":462},{""stimulus"":""img/green_lw/10.jpg"",""time"":512},{""stimulus"":""img/green_lw/11.jpg"",""time"":564}]","[]"
"image-keyboard-response","294","209050","0.0-5.0-1.144","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","74","","","","choice","","img/green_lw/choose11.jpg","1","","81","green","0.5","0.1","0.1","l","",""
"animation","295","209658","0.0-5.0-2.144","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","81","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":52},{""stimulus"":""img/green_lw/2.jpg"",""time"":101},{""stimulus"":""img/green_lw/3.jpg"",""time"":152},{""stimulus"":""img/green_lw/4.jpg"",""time"":202},{""stimulus"":""img/green_lw/5.jpg"",""time"":253},{""stimulus"":""img/green_lw/6.jpg"",""time"":303},{""stimulus"":""img/green_lw/7.jpg"",""time"":354},{""stimulus"":""img/green_lw/8.jpg"",""time"":405},{""stimulus"":""img/green_lw/9.jpg"",""time"":455},{""stimulus"":""img/green_lw/10.jpg"",""time"":506},{""stimulus"":""img/green_lw/11.jpg"",""time"":556}]","[]"
"image-keyboard-response","296","209770","0.0-5.0-1.145","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","110","","","","choice","","img/green_lw/choose11.jpg","1","","80","green","0.5","0.1","0.1","l","",""
"animation","297","210380","0.0-5.0-2.145","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","80","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":52},{""stimulus"":""img/green_lw/2.jpg"",""time"":103},{""stimulus"":""img/green_lw/3.jpg"",""time"":153},{""stimulus"":""img/green_lw/4.jpg"",""time"":203},{""stimulus"":""img/green_lw/5.jpg"",""time"":255},{""stimulus"":""img/green_lw/6.jpg"",""time"":306},{""stimulus"":""img/green_lw/7.jpg"",""time"":357},{""stimulus"":""img/green_lw/8.jpg"",""time"":407},{""stimulus"":""img/green_lw/9.jpg"",""time"":458},{""stimulus"":""img/green_lw/10.jpg"",""time"":509},{""stimulus"":""img/green_lw/11.jpg"",""time"":559}]","[]"
"image-keyboard-response","298","210469","0.0-5.0-1.146","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","87","","","","choice","","img/green_lw/choose11.jpg","1","","79","green","0.5","0.1","0.1","l","",""
"animation","299","211081","0.0-5.0-2.146","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","79","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":53},{""stimulus"":""img/green_lw/2.jpg"",""time"":103},{""stimulus"":""img/green_lw/3.jpg"",""time"":154},{""stimulus"":""img/green_lw/4.jpg"",""time"":204},{""stimulus"":""img/green_lw/5.jpg"",""time"":256},{""stimulus"":""img/green_lw/6.jpg"",""time"":307},{""stimulus"":""img/green_lw/7.jpg"",""time"":359},{""stimulus"":""img/green_lw/8.jpg"",""time"":408},{""stimulus"":""img/green_lw/9.jpg"",""time"":459},{""stimulus"":""img/green_lw/10.jpg"",""time"":510},{""stimulus"":""img/green_lw/11.jpg"",""time"":561}]","[]"
"image-keyboard-response","300","211130","0.0-5.0-1.147","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","48","","","","choice","","img/green_lw/choose11.jpg","1","","78","green","0.5","0.1","0.1","l","",""
"animation","301","211741","0.0-5.0-2.147","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","78","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":51},{""stimulus"":""img/green_lw/2.jpg"",""time"":103},{""stimulus"":""img/green_lw/3.jpg"",""time"":153},{""stimulus"":""img/green_lw/4.jpg"",""time"":205},{""stimulus"":""img/green_lw/5.jpg"",""time"":255},{""stimulus"":""img/green_lw/6.jpg"",""time"":307},{""stimulus"":""img/green_lw/7.jpg"",""time"":357},{""stimulus"":""img/green_lw/8.jpg"",""time"":407},{""stimulus"":""img/green_lw/9.jpg"",""time"":458},{""stimulus"":""img/green_lw/10.jpg"",""time"":509},{""stimulus"":""img/green_lw/11.jpg"",""time"":560}]","[]"
"image-keyboard-response","302","211892","0.0-5.0-1.148","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","149","","","","choice","","img/green_lw/choose11.jpg","1","","77","green","0.5","0.1","0.1","l","",""
"animation","303","212502","0.0-5.0-2.148","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","77","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":51},{""stimulus"":""img/green_lw/2.jpg"",""time"":102},{""stimulus"":""img/green_lw/3.jpg"",""time"":152},{""stimulus"":""img/green_lw/4.jpg"",""time"":203},{""stimulus"":""img/green_lw/5.jpg"",""time"":254},{""stimulus"":""img/green_lw/6.jpg"",""time"":305},{""stimulus"":""img/green_lw/7.jpg"",""time"":355},{""stimulus"":""img/green_lw/8.jpg"",""time"":405},{""stimulus"":""img/green_lw/9.jpg"",""time"":456},{""stimulus"":""img/green_lw/10.jpg"",""time"":508},{""stimulus"":""img/green_lw/11.jpg"",""time"":558}]","[]"
"image-keyboard-response","304","212549","0.0-5.0-1.149","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","44","","","","choice","","img/green_lw/choose11.jpg","1","","76","green","0.5","0.1","0.1","w","",""
"animation","305","213160","0.0-5.0-2.149","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","76","","","","","","[{""stimulus"":""img/green_ww/1.jpg"",""time"":52},{""stimulus"":""img/green_ww/2.jpg"",""time"":103},{""stimulus"":""img/green_ww/3.jpg"",""time"":154},{""stimulus"":""img/green_ww/4.jpg"",""time"":205},{""stimulus"":""img/green_ww/5.jpg"",""time"":256},{""stimulus"":""img/green_ww/6.jpg"",""time"":307},{""stimulus"":""img/green_ww/7.jpg"",""time"":358},{""stimulus"":""img/green_ww/8.jpg"",""time"":408},{""stimulus"":""img/green_ww/9.jpg"",""time"":459},{""stimulus"":""img/green_ww/10.jpg"",""time"":510},{""stimulus"":""img/green_ww/11.jpg"",""time"":561}]","[]"
"image-keyboard-response","306","213268","0.0-5.0-1.150","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","107","","","","choice","","img/green_ww/choose11.jpg","1","","75","green","0.5","0.1","0.1","w","",""
"animation","307","213879","0.0-5.0-2.150","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","75","","","","","","[{""stimulus"":""img/green_ww/1.jpg"",""time"":52},{""stimulus"":""img/green_ww/2.jpg"",""time"":101},{""stimulus"":""img/green_ww/3.jpg"",""time"":154},{""stimulus"":""img/green_ww/4.jpg"",""time"":204},{""stimulus"":""img/green_ww/5.jpg"",""time"":254},{""stimulus"":""img/green_ww/6.jpg"",""time"":305},{""stimulus"":""img/green_ww/7.jpg"",""time"":356},{""stimulus"":""img/green_ww/8.jpg"",""time"":407},{""stimulus"":""img/green_ww/9.jpg"",""time"":458},{""stimulus"":""img/green_ww/10.jpg"",""time"":509},{""stimulus"":""img/green_ww/11.jpg"",""time"":560}]","[]"
"image-keyboard-response","308","214090","0.0-5.0-1.151","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","209","","","","choice","","img/green_ww/choose11.jpg","1","","74","green","0.5","0.5","0.5","w","",""
"animation","309","214700","0.0-5.0-2.151","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","74","","","","","","[{""stimulus"":""img/green_ww/1.jpg"",""time"":52},{""stimulus"":""img/green_ww/2.jpg"",""time"":103},{""stimulus"":""img/green_ww/3.jpg"",""time"":152},{""stimulus"":""img/green_ww/4.jpg"",""time"":204},{""stimulus"":""img/green_ww/5.jpg"",""time"":255},{""stimulus"":""img/green_ww/6.jpg"",""time"":306},{""stimulus"":""img/green_ww/7.jpg"",""time"":356},{""stimulus"":""img/green_ww/8.jpg"",""time"":407},{""stimulus"":""img/green_ww/9.jpg"",""time"":458},{""stimulus"":""img/green_ww/10.jpg"",""time"":510},{""stimulus"":""img/green_ww/11.jpg"",""time"":559}]","[]"
"image-keyboard-response","310","215049","0.0-5.0-1.152","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","348","","","","choice","","img/green_ww/choose11.jpg","1","","73","green","0.5","0.5","0.5","l","",""
"animation","311","215657","0.0-5.0-2.152","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","73","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":52},{""stimulus"":""img/green_lw/2.jpg"",""time"":102},{""stimulus"":""img/green_lw/3.jpg"",""time"":152},{""stimulus"":""img/green_lw/4.jpg"",""time"":203},{""stimulus"":""img/green_lw/5.jpg"",""time"":254},{""stimulus"":""img/green_lw/6.jpg"",""time"":305},{""stimulus"":""img/green_lw/7.jpg"",""time"":354},{""stimulus"":""img/green_lw/8.jpg"",""time"":405},{""stimulus"":""img/green_lw/9.jpg"",""time"":457},{""stimulus"":""img/green_lw/10.jpg"",""time"":507},{""stimulus"":""img/green_lw/11.jpg"",""time"":558}]","[]"
"image-keyboard-response","312","216056","0.0-5.0-1.153","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","396","","","","choice","","img/green_lw/choose11.jpg","1","","72","green","0.5","0.5","0.5","l","",""
"animation","313","216668","0.0-5.0-2.153","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","72","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":51},{""stimulus"":""img/green_lw/2.jpg"",""time"":104},{""stimulus"":""img/green_lw/3.jpg"",""time"":154},{""stimulus"":""img/green_lw/4.jpg"",""time"":203},{""stimulus"":""img/green_lw/5.jpg"",""time"":255},{""stimulus"":""img/green_lw/6.jpg"",""time"":306},{""stimulus"":""img/green_lw/7.jpg"",""time"":356},{""stimulus"":""img/green_lw/8.jpg"",""time"":407},{""stimulus"":""img/green_lw/9.jpg"",""time"":458},{""stimulus"":""img/green_lw/10.jpg"",""time"":509},{""stimulus"":""img/green_lw/11.jpg"",""time"":560}]","[]"
"image-keyboard-response","314","216854","0.0-5.0-1.154","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","185","","","","choice","","img/green_lw/choose11.jpg","1","","71","green","0.5","0.5","0.5","w","",""
"animation","315","217467","0.0-5.0-2.154","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","71","","","","","","[{""stimulus"":""img/green_ww/1.jpg"",""time"":54},{""stimulus"":""img/green_ww/2.jpg"",""time"":103},{""stimulus"":""img/green_ww/3.jpg"",""time"":153},{""stimulus"":""img/green_ww/4.jpg"",""time"":205},{""stimulus"":""img/green_ww/5.jpg"",""time"":256},{""stimulus"":""img/green_ww/6.jpg"",""time"":307},{""stimulus"":""img/green_ww/7.jpg"",""time"":358},{""stimulus"":""img/green_ww/8.jpg"",""time"":409},{""stimulus"":""img/green_ww/9.jpg"",""time"":460},{""stimulus"":""img/green_ww/10.jpg"",""time"":511},{""stimulus"":""img/green_ww/11.jpg"",""time"":563}]","[]"
"image-keyboard-response","316","217643","0.0-5.0-1.155","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","172","","","","choice","","img/green_ww/choose11.jpg","1","","70","green","0.5","0.5","0.5","l","",""
"animation","317","218255","0.0-5.0-2.155","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","70","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":53},{""stimulus"":""img/green_lw/2.jpg"",""time"":103},{""stimulus"":""img/green_lw/3.jpg"",""time"":154},{""stimulus"":""img/green_lw/4.jpg"",""time"":206},{""stimulus"":""img/green_lw/5.jpg"",""time"":257},{""stimulus"":""img/green_lw/6.jpg"",""time"":308},{""stimulus"":""img/green_lw/7.jpg"",""time"":360},{""stimulus"":""img/green_lw/8.jpg"",""time"":409},{""stimulus"":""img/green_lw/9.jpg"",""time"":460},{""stimulus"":""img/green_lw/10.jpg"",""time"":510},{""stimulus"":""img/green_lw/11.jpg"",""time"":561}]","[]"
"image-keyboard-response","318","218436","0.0-5.0-1.156","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","180","","","","choice","","img/green_lw/choose11.jpg","1","","69","green","0.5","0.5","0.5","l","",""
"animation","319","219050","0.0-5.0-2.156","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","69","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":53},{""stimulus"":""img/green_lw/2.jpg"",""time"":103},{""stimulus"":""img/green_lw/3.jpg"",""time"":153},{""stimulus"":""img/green_lw/4.jpg"",""time"":203},{""stimulus"":""img/green_lw/5.jpg"",""time"":255},{""stimulus"":""img/green_lw/6.jpg"",""time"":307},{""stimulus"":""img/green_lw/7.jpg"",""time"":358},{""stimulus"":""img/green_lw/8.jpg"",""time"":408},{""stimulus"":""img/green_lw/9.jpg"",""time"":460},{""stimulus"":""img/green_lw/10.jpg"",""time"":510},{""stimulus"":""img/green_lw/11.jpg"",""time"":562}]","[]"
"image-keyboard-response","320","219219","0.0-5.0-1.157","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","169","","","","choice","","img/green_lw/choose11.jpg","1","","68","green","0.5","0.5","0.5","w","",""
"animation","321","219827","0.0-5.0-2.157","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","68","","","","","","[{""stimulus"":""img/green_ww/1.jpg"",""time"":51},{""stimulus"":""img/green_ww/2.jpg"",""time"":102},{""stimulus"":""img/green_ww/3.jpg"",""time"":153},{""stimulus"":""img/green_ww/4.jpg"",""time"":203},{""stimulus"":""img/green_ww/5.jpg"",""time"":253},{""stimulus"":""img/green_ww/6.jpg"",""time"":304},{""stimulus"":""img/green_ww/7.jpg"",""time"":355},{""stimulus"":""img/green_ww/8.jpg"",""time"":406},{""stimulus"":""img/green_ww/9.jpg"",""time"":455},{""stimulus"":""img/green_ww/10.jpg"",""time"":507},{""stimulus"":""img/green_ww/11.jpg"",""time"":557}]","[]"
"image-keyboard-response","322","220002","0.0-5.0-1.158","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","174","","","","choice","","img/green_ww/choose11.jpg","1","","67","green","0.5","0.5","0.5","w","",""
"animation","323","220613","0.0-5.0-2.158","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","67","","","","","","[{""stimulus"":""img/green_ww/1.jpg"",""time"":53},{""stimulus"":""img/green_ww/2.jpg"",""time"":102},{""stimulus"":""img/green_ww/3.jpg"",""time"":154},{""stimulus"":""img/green_ww/4.jpg"",""time"":205},{""stimulus"":""img/green_ww/5.jpg"",""time"":255},{""stimulus"":""img/green_ww/6.jpg"",""time"":306},{""stimulus"":""img/green_ww/7.jpg"",""time"":356},{""stimulus"":""img/green_ww/8.jpg"",""time"":407},{""stimulus"":""img/green_ww/9.jpg"",""time"":458},{""stimulus"":""img/green_ww/10.jpg"",""time"":510},{""stimulus"":""img/green_ww/11.jpg"",""time"":561}]","[]"
"image-keyboard-response","324","220804","0.0-5.0-1.159","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","190","","","","choice","","img/green_ww/choose11.jpg","1","","66","green","0.5","0.5","0.5","l","",""
"animation","325","221414","0.0-5.0-2.159","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","66","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":53},{""stimulus"":""img/green_lw/2.jpg"",""time"":103},{""stimulus"":""img/green_lw/3.jpg"",""time"":154},{""stimulus"":""img/green_lw/4.jpg"",""time"":205},{""stimulus"":""img/green_lw/5.jpg"",""time"":255},{""stimulus"":""img/green_lw/6.jpg"",""time"":306},{""stimulus"":""img/green_lw/7.jpg"",""time"":357},{""stimulus"":""img/green_lw/8.jpg"",""time"":409},{""stimulus"":""img/green_lw/9.jpg"",""time"":457},{""stimulus"":""img/green_lw/10.jpg"",""time"":508},{""stimulus"":""img/green_lw/11.jpg"",""time"":559}]","[]"
"image-keyboard-response","326","221692","0.0-5.0-1.160","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","277","","","","choice","","img/green_lw/choose11.jpg","1","","65","green","0.5","0.5","0.5","l","",""
